Gene	log10_ci_low	log10_ci_high	log10_map
RILPL2	-6.09794556	-1.51643855	-2.15183933
RIMBP2	-6.01161605	-1.93563985	-2.81876802
RIMBP3	-6.23011898	-2.36899469	-4.01368053
RIMBP3B	-6.16963448	-0.30876542	-1.20895279
RIMKLA	-5.87998482	-1.32683275	-1.91079658
RIMKLB	-1.57604206	-0.333378	-0.96317792
RIMS1	-2.18863119	-1.53289293	-1.81308534
RIMS2	-1.23671305	-0.53914189	-0.89436695
RIMS3	-4.78398661	-0.73433638	-1.53696976
RIMS4	-1.72771511	-0.05955947	-0.77330357
RIN1	-4.22848895	-1.05267193	-1.68419462
RIN2	-2.43018155	-1.21676913	-1.64978122
RIN3	-5.98967412	-1.82290268	-2.4525932
RING1	-1.58608615	-0.3426088	-1.01988875
RINL	-1.55632809	-0.32583072	-0.95574657
RINT1	-5.85775522	-1.68713481	-2.41370209
RIOK1	-6.11938447	-2.14327783	-3.55325513
RIOK2	-3.99127934	-1.03668781	-1.67300252
RIOK3	-2.54979806	-1.14152823	-1.63571724
RIPK1	-2.50839873	-0.99401181	-1.56048123
RIPK2	-1.64353177	-0.53697711	-1.13462102
RIPK3	-6.0511604	-2.37491503	-3.80784427
RIPK4	-6.1229891	-2.28193859	-3.47968552
RIPPLY2	-6.22899622	-2.08034436	-5.31468168
RIPPLY3	-6.23632782	-2.52684745	-4.53515158
RIT1	-2.36099738	-0.73571251	-1.44176775
RIT2	-5.59638028	-0.36912249	-1.36037404
RITA1	-6.11606582	-2.04767471	-3.25334247
RLBP1	-6.05369312	-1.74515621	-2.42490111
RLF	-0.80812889	-0.04260831	-0.29697369
RLN1	-6.16070769	-1.80561063	-4.28919982
RLN2	-6.2361278	-2.47194001	-4.20716821
RLN3	-6.18221548	-2.10611832	-3.61567982
RLTPR	-2.01036799	-1.44173895	-1.67751944
RMDN1	-6.22114787	-2.34763314	-3.67290124
RMDN2	-6.02848656	-2.01638371	-3.63990866
RMDN3	-2.52525123	-1.14417657	-1.61713255
RMI1	-6.13919178	-2.20837893	-3.70313528
RMI2	-6.19624291	-1.55739943	-2.99681942
RMND1	-6.0085584	-1.65339753	-2.44299808
RMND5A	-1.95015304	-0.54673641	-1.27151126
RMND5B	-6.13832022	-2.03502097	-3.11959779
RNASE1	-6.06530316	-0.25037588	-1.12485723
RNASE10	-5.69679868	-0.05821658	-0.99848907
RNASE12	-6.2072451	-2.13722004	-3.49478938
RNASE13	-6.23664302	-0.39199406	-1.57254054
RNASE4	-6.27621771	-2.43633907	-4.90767965
RNASE6	-6.19083837	-0.34719468	-1.35599836
RNASE7	-6.14425461	-0.28284803	-1.20044842
RNASE9	-6.20916056	-0.38409606	-1.56471181
RNASEH1	-5.67600137	-1.07298234	-1.79515493
RNASEH2A	-1.54780571	-0.08476648	-0.72103615
RNASEH2B	-6.14048956	-2.0016078	-3.06327735
RNASEH2C	-6.17659149	-1.81852513	-3.02075033
RNASEK	-5.13061095	-0.00519539	-0.89961108
RNASEK-C17orf49	-1.70229612	-0.06696744	-0.77070011
RNASEL	-6.12596071	-2.56374213	-3.78425932
RNASET2	-6.15671918	-2.11508576	-3.68690757
RND1	-1.35213791	-0.09476298	-0.68571079
RND2	-5.89075795	-1.34525089	-1.92779569
RND3	-1.88446738	-0.02835839	-0.80276148
RNF10	-6.06604045	-2.15081443	-3.29893996
RNF103	-1.35481296	-0.27591764	-0.81414965
RNF103-CHMP3	-5.77334377	-1.08680879	-1.75176963
RNF11	-5.74383598	-0.42493895	-1.3900614
RNF111	-0.96857131	-0.06217948	-0.43834792
RNF112	-1.50115252	-0.31888443	-0.96895852
RNF113B	-5.49142194	-0.29494167	-1.32348353
RNF114	-5.42092349	-0.59011032	-1.47943527
RNF115	-2.83891037	-0.41616067	-1.35530182
RNF121	-1.47796839	-0.31543333	-0.91185543
RNF122	-5.61387293	-0.66488523	-1.51625812
RNF123	-1.65405238	-1.02391267	-1.34824496
RNF125	-5.84128735	-1.06479841	-1.74166637
RNF126	-1.52096174	-0.08898811	-0.7122522
RNF13	-5.67933106	-0.92807506	-1.64234195
RNF130	-3.81384481	-0.94491194	-1.61657682
RNF133	-6.10366396	-2.08276333	-3.8223019
RNF135	-6.15864608	-2.0888937	-3.63596792
RNF138	-1.709506	-0.06753252	-0.77312435
RNF139	-1.57208325	-0.51201672	-1.07291372
RNF14	-6.05551119	-1.73771562	-2.52529118
RNF141	-6.04032719	-1.58262509	-2.19163832
RNF144A	-1.28661186	-0.09105949	-0.61149341
RNF144B	-6.05677741	-1.8043362	-2.69124037
RNF145	-1.39333621	-0.29111255	-0.87609838
RNF146	-1.27991908	-0.08677517	-0.59549775
RNF148	-6.12533702	-1.95535234	-3.06309514
RNF149	-4.63932857	-0.71684876	-1.53432071
RNF150	-2.02554304	-0.54434145	-1.27496782
RNF151	-6.25081407	-2.23121844	-3.83349965
RNF152	-5.32492283	-0.0104028	-0.93245364
RNF157	-5.96513497	-1.79323375	-2.58109521
RNF165	-5.39861304	-1.14831995	-1.76908992
RNF166	-3.80633846	-0.157829	-1.24847272
RNF167	-5.94541606	-1.53916168	-2.10948838
RNF168	-6.19949302	-2.23057158	-3.77610173
RNF169	-3.68277581	-1.14801102	-1.73007652
RNF17	-5.77285584	-1.88038397	-3.17230315
RNF170	-2.11963276	-0.52611681	-1.3018181
RNF175	-6.01952945	-2.02714126	-2.96230411
RNF180	-3.59793649	-1.03698203	-1.65901935
RNF181	-5.801395	-0.96258677	-1.68675315
RNF182	-6.21757378	-2.32028648	-3.58914804
RNF183	-5.79441854	-0.09031751	-1.01158364
RNF185	-3.7644947	-0.15896424	-1.22298844
RNF187	-6.17256647	-1.04614698	-2.00307862
RNF19A	-2.13815307	-1.27336115	-1.60562331
RNF19B	-1.85866808	-0.76992215	-1.32838722
RNF2	-1.2481596	-0.08846763	-0.58599822
RNF20	-2.17876876	-1.43929334	-1.73369987
RNF207	-6.05653093	-1.9636041	-2.74346013
RNF208	-5.47116321	-0.00719007	-0.94703031
RNF212	-4.56761655	-0.45762661	-1.41608911
RNF213	-2.11994667	-1.60942459	-1.82929742
RNF214	-2.17748395	-1.16080904	-1.58496322
RNF215	-6.20087473	-2.28505431	-3.62970381
RNF216	-1.82334695	-1.14886153	-1.4707428
RNF217	-2.42270811	-0.72651155	-1.43660218
RNF219	-6.04301206	-1.91923431	-2.56178344
RNF220	-1.0968558	-0.07408561	-0.51177345
RNF222	-6.06133952	-0.83265187	-1.80353727
RNF224	-5.98935286	-0.17388765	-1.11779687
RNF24	-1.78651539	-0.05192342	-0.80370758
RNF25	-1.60696776	-0.68585264	-1.20079538
RNF26	-2.62185461	-0.41835512	-1.35192056
RNF31	-1.38973042	-0.64900101	-1.03252589
RNF32	-6.23489503	-3.00157951	-4.51596695
RNF34	-1.38873716	-0.09623389	-0.67401184
RNF38	-1.00868895	-0.06462147	-0.38738186
RNF39	-6.13608208	-1.99564923	-3.31621894
RNF4	-2.33973296	-0.00509481	-0.82175936
RNF40	-5.88572165	-1.94031047	-3.26298695
RNF41	-1.34968422	-0.09406018	-0.68311837
RNF43	-1.75872751	-0.94218063	-1.35416872
RNF44	-1.68062247	-0.54913453	-1.1837615
RNF5	-6.12554974	-1.8969307	-3.4153459
RNF6	-1.86248274	-1.11711677	-1.45637155
RNF7	-6.07592851	-0.63986845	-1.53058492
RNF8	-1.18485658	-0.08242153	-0.54677615
RNFT1	-6.16895434	-2.19605206	-3.26729024
RNFT2	-3.84439817	-1.04684318	-1.67785991
RNGTT	-1.58507361	-0.67472084	-1.15879103
RNH1	-6.18705957	-2.18604096	-3.11842001
RNLS	-6.20444382	-2.29366049	-3.77158884
RNMT	-3.01708766	-0.95014527	-1.58904298
RNMTL1	-6.05410407	-1.69756859	-2.27679473
RNPC3	-1.94598768	-0.59028271	-1.26170174
RNPEP	-6.07278284	-2.03867357	-3.0014705
RNPEPL1	-3.19577171	-0.83614446	-1.54444206
RNPS1	-1.58840838	-0.0858141	-0.71585942
ROBO1	-1.94773192	-1.39224715	-1.63282682
ROBO2	-6.09056693	-2.95040577	-4.05187163
ROBO3	-1.83834943	-1.18633602	-1.49581441
ROBO4	-6.09195278	-2.21809775	-3.38033078
ROCK1	-1.25953075	-0.55494036	-0.9164373
ROCK2	-1.20223167	-0.44621039	-0.84383033
ROGDI	-6.109549	-1.80394184	-2.6071595
ROM1	-6.0944625	-1.82055247	-2.50940483
ROMO1	-5.56238675	-0.0209597	-0.960915
ROPN1	-6.19655951	-2.17714319	-3.50588683
ROPN1B	-6.20454875	-2.28282969	-3.95573083
ROPN1L	-6.15522772	-2.33559386	-3.75172999
ROR1	-1.32904139	-0.26374511	-0.83020956
ROR2	-3.78146129	-1.29410228	-1.88222234
RORA	-1.25444818	-0.24516783	-0.74108224
RORB	-1.16637341	-0.08442131	-0.53159231
RORC	-6.10624652	-2.47139563	-3.52861011
ROS1	-5.15814625	-1.90568054	-2.80728606
RP1	-5.6060265	-1.66793923	-2.21157649
RP1-127H14.3	-5.01723288	-0.00444404	-0.90272388
RP1-130H16.18	-6.20722615	-2.34160528	-3.67927961
RP1-170O19.20	-6.12170217	-1.68036146	-4.14906076
RP1-66C13.4	-5.14510964	-0.00815279	-0.91341978
RP11-1012A1.4	-5.7609137	-0.08415351	-1.01106201
RP11-101E3.5	-3.36584309	-0.00612674	-0.85108534
RP11-1021N1.1	-5.81489065	-0.08895771	-1.03409566
RP11-1035H13.3	-1.77016121	-0.33012796	-1.06606008
RP11-1055B8.7	-1.18507924	-0.34046331	-0.8033826
RP11-108K14.8	-5.73319415	-1.28764127	-1.88021773
RP11-1105G2.3	-6.10309911	-0.48221705	-1.27782774
RP11-1167A19.2	-6.146673	-0.28690104	-1.19724737
RP11-1220K2.2	-1.63561825	-0.35211663	-1.03688023
RP11-126K1.2	-6.15253098	-0.27012348	-1.21294838
RP11-127H5.1	-5.79793501	-0.09712245	-1.07453097
RP11-131H24.4	-6.06319228	-0.23772175	-1.15649852
RP11-1396O13.13	-6.18628562	-0.73563257	-1.64644666
RP11-139J15.7	-6.1861954	-1.4608407	-2.45475859
RP11-1407O15.2	-6.14593163	-2.41139616	-3.24522609
RP11-144F15.1	-6.15556422	-0.94045584	-1.91049372
RP11-152F13.10	-1.28323249	-0.09058528	-0.59042768
RP11-155D18.14	-4.0930036	-0.00621173	-0.83809726
RP11-159G9.5	-1.49455865	-0.09475027	-0.68752627
RP11-162P23.2	-6.17316228	-2.06673232	-3.56874396
RP11-166B2.1	-6.2477579	-2.4344356	-3.84174742
RP11-176H8.1	-4.82663584	-0.00722599	-0.8820121
RP11-178C3.1	-1.89367601	-0.02623389	-0.80679137
RP11-178L8.4	-1.50954894	-0.09112076	-0.72636053
RP11-192H23.4	-6.12018025	-2.03161845	-3.08866605
RP11-195B21.3	-6.18414906	-0.35759274	-1.40297815
RP11-195F19.5	-5.58878866	-0.03308107	-0.98327427
RP11-196G11.1	-3.33599454	-0.00602351	-0.85098406
RP11-201K10.3	-6.15112513	-1.80375299	-2.92703036
RP11-20I23.1	-6.22551879	-2.38386327	-3.85505907
RP11-211G3.3	-2.08848261	-0.01032805	-0.77751446
RP11-216L13.17	-2.0234348	-0.00986982	-0.81350711
RP11-219B4.5	-6.18324261	-0.33208224	-1.23710754
RP11-219B4.6	-5.88407962	-0.12574449	-1.04655566
RP11-247C2.2	-6.03763786	-0.21556366	-1.1632433
RP11-279O9.4	-6.16185872	-0.31000056	-1.28207539
RP11-286N22.8	-6.22685614	-2.41670546	-4.1548899
RP11-295K3.1	-1.6014808	-0.08034823	-0.77477832
RP11-295P9.3	-6.12354231	-1.69739485	-2.40806444
RP11-297N6.4	-6.19257197	-0.34932415	-1.3526428
RP11-298I3.5	-2.03901007	-0.01154605	-0.77565234
RP11-302B13.5	-4.78888392	-0.21870945	-1.26245218
RP11-315D16.2	-6.16411204	-1.59058217	-2.26595155
RP11-318A15.7	-6.16378498	-0.9764088	-1.83617902
RP11-321M21.3	-6.21939853	-0.36416369	-1.38300893
RP11-322E11.6	-6.15856467	-0.304999	-1.19642121
RP11-343C2.11	-1.24135694	-0.09102289	-0.57934755
RP11-343C2.12	-6.2035103	-0.76961997	-1.6554553
RP11-343C2.9	-6.18174381	-1.96356441	-3.25989951
RP11-351M8.1	-5.93267408	-0.14920532	-1.08077075
RP11-368I7.4	-3.75337257	-0.00922801	-0.86470218
RP11-371E8.4	-6.09749114	-1.42927366	-2.05233613
RP11-379H8.1	-6.12427396	-0.28482477	-1.18452824
RP11-383H13.1	-2.1403534	-0.00195437	-0.77001653
RP11-385D13.1	-6.01453057	-2.00780752	-3.00973409
RP11-404P21.8	-6.19067995	-1.0638969	-2.080269
RP11-407N17.3	-1.94351522	-1.1536351	-1.52015924
RP11-408E5.4	-6.18457927	-0.3375568	-1.2706398
RP11-422N16.3	-6.17924438	-0.32498527	-1.24714354
RP11-426L16.10	-5.39185944	-1.15006792	-1.76528061
RP11-455G16.1	-6.25911205	-2.43823578	-4.27213392
RP11-467N20.5	-5.63245958	-0.05003084	-1.00571394
RP11-468E2.6	-1.65914321	-0.07092161	-0.74401931
RP11-477N12.3	-1.61240991	-0.08122899	-0.77201366
RP11-47I22.4	-2.06204881	-0.00288998	-0.7913611
RP11-484M3.5	-6.0772774	-0.23672274	-1.16780278
RP11-508N12.4	-2.71339705	-0.00433015	-0.82070353
RP11-514O12.4	-6.17880413	-2.11081457	-3.64836348
RP11-514P8.7	-6.18247262	-0.33556576	-1.23788489
RP11-527L4.2	-6.22153836	-0.36628535	-1.327031
RP11-529K1.3	-5.89056334	-1.38498296	-1.95948091
RP11-565P22.6	-5.32936121	-0.00858451	-0.92727977
RP11-571M6.15	-6.10622118	-1.44242714	-2.38982895
RP11-58C22.1	-6.00030869	-0.20270194	-1.11371176
RP11-598P20.5	-1.68825806	-0.33957208	-1.03827557
RP11-599B13.6	-3.20226747	-0.0068172	-0.81715356
RP11-603J24.9	-3.75474467	-0.01441774	-0.86344901
RP11-618P17.4	-6.18617653	-2.09824088	-3.77122264
RP11-625H11.1	-5.77537992	-0.08509193	-1.00549307
RP11-644F5.10	-5.73321764	-0.42633695	-1.38024918
RP11-664I21.6	-6.17173421	-0.31986939	-1.25937509
RP11-712L6.5	-6.20164327	-0.3494328	-1.36403447
RP11-723O4.6	-1.23281335	-0.0880415	-0.57895952
RP11-724O16.1	-6.14426497	-2.21123937	-3.53347155
RP11-73M18.2	-5.7050947	-1.61282294	-2.19838739
RP11-762I7.5	-1.02671463	-0.06367415	-0.51672883
RP11-770J1.4	-5.645083	-0.05464329	-1.01215327
RP11-770J1.5	-6.1818636	-1.16048787	-2.63118939
RP11-77K12.1	-6.12027096	-1.19687589	-1.90420915
RP11-793H13.10	-1.39718333	-0.29633242	-0.87941527
RP11-80A15.1	-6.1685526	-0.29320998	-1.25759321
RP11-812E19.9	-6.17218502	-1.78645508	-2.95938285
RP11-831H9.11	-5.33794283	-0.00512191	-0.92832223
RP11-834C11.12	-6.22723154	-2.39215277	-3.79070001
RP11-849H4.2	-1.73008249	-0.06321655	-0.73741395
RP11-872D17.8	-6.09662402	-1.42490947	-2.01925697
RP11-89K11.1	-6.12726773	-0.27163418	-1.22338082
RP11-944L7.5	-5.56380188	-0.02840636	-0.96766702
RP11-96O20.4	-6.1695138	-2.10577624	-3.17127548
RP11-977G19.10	-5.91247079	-1.52012725	-2.08853349
RP11-998D10.1	-5.97612311	-0.19106571	-1.1123111
RP11-9B6.1	-6.21019439	-0.37761511	-1.64354311
RP13-512J5.1	-6.05016543	-0.22779971	-1.15305938
RP1L1	-6.15949462	-1.99031004	-5.20508547
RP4-539M6.19	-6.04414979	-1.73547992	-2.32951992
RP4-559A3.7	-5.13539925	-1.19554654	-1.78619262
RP4-576H24.4	-6.22498828	-0.79380193	-1.77092475
RP4-583P15.14	-6.1763869	-0.32041897	-1.2949167
RP4-758J18.2	-5.68027909	-0.05709396	-1.00290823
RP5-1052I5.2	-1.30182474	-0.08938676	-0.63823487
RP5-850E9.3	-6.15705505	-0.3095507	-1.29603807
RP9	-1.70495228	-0.34052006	-1.01964922
RPA1	-1.66692071	-0.89598147	-1.30609002
RPA2	-5.92494179	-1.35342985	-1.9245329
RPA3	-6.241512	-2.43083357	-3.81517629
RPAIN	-6.12083461	-1.98957642	-4.95593261
RPAP1	-5.98337451	-2.02284271	-3.38190011
RPAP2	-5.90758623	-1.67166468	-2.42204183
RPAP3	-3.81188342	-1.16534001	-1.81199543
RPE	-6.20636211	-2.25899778	-3.5359639
RPE65	-6.14849185	-2.22295323	-3.53455586
RPF1	-6.15644182	-2.14795208	-3.47678183
RPF2	-6.0566027	-1.67818147	-2.30723479
RPGRIP1	-5.64807123	-1.73814463	-2.53297829
RPGRIP1L	-5.80725917	-1.94159547	-3.19540397
RPH3A	-1.59358632	-0.8526143	-1.24017127
RPH3AL	-6.17759785	-2.22000287	-3.56066744
RPIA	-3.13044725	-0.82908024	-1.54937644
RPL10A	-1.66935746	-0.06991159	-0.76755465
RPL10L	-5.58973613	-0.63464416	-1.50055165
RPL11	-1.68845315	-0.07016201	-0.77331357
RPL12	-1.83207896	-0.33118393	-1.1002266
RPL13	-1.61350151	-0.07923442	-0.73479637
RPL13A	-5.68036675	-1.2735569	-1.8630275
RPL14	-1.46430647	-0.0991778	-0.65457649
RPL15	-1.39798849	-0.09483206	-0.73934983
RPL17	-1.40800177	-0.09395403	-0.71973904
RPL17-C18orf32	-1.68650175	-0.33672951	-1.04407284
RPL18	-1.5353678	-0.08730455	-0.72961126
RPL18A	-1.30356084	-0.09072883	-0.5981173
RPL19	-1.36462216	-0.09713634	-0.64119397
RPL21	-1.43356628	-0.08802262	-0.75107727
RPL22	-6.13487728	-0.68233261	-1.59237325
RPL22L1	-5.88852566	-0.49468417	-1.42745375
RPL23	-1.63627593	-0.07168839	-0.73458881
RPL23A	-2.69494704	-0.00509506	-0.80934729
RPL24	-1.44214291	-0.09221541	-0.66824311
RPL26	-1.50814344	-0.08952131	-0.82178743
RPL26L1	-6.2020273	-2.29314196	-3.67147711
RPL27	-3.75099871	-0.00621944	-0.82974311
RPL27A	-2.1182093	-0.00312415	-0.78384915
RPL28	-5.64067728	-0.04150792	-0.9894661
RPL29	-1.74247611	-0.05775618	-0.7578836
RPL3	-1.29595762	-0.0924864	-0.63693216
RPL30	-5.21356547	-0.00395779	-0.9088174
RPL31	-3.58445906	-0.00187025	-0.84070764
RPL32	-4.43915312	-0.00011821	-0.8568491
RPL34	-5.29851517	-0.51714052	-1.44515936
RPL35	-3.04089441	-0.00282706	-0.82309052
RPL35A	-1.8624407	-0.0366817	-0.82695549
RPL36	-5.80969432	-0.10859018	-1.02064644
RPL36AL	-6.22479255	-2.21342283	-4.00317334
RPL37	-6.23109099	-2.28466446	-4.31520431
RPL37A	-4.06060387	-0.00829841	-0.85772398
RPL38	-4.47640405	-0.01130909	-0.8868179
RPL3L	-6.10528406	-2.35427138	-3.6052646
RPL4	-1.08871464	-0.07576017	-0.47005898
RPL41	-6.02715767	-0.199546	-1.11315256
RPL5	-1.26106888	-0.09273498	-0.59799151
RPL6	-1.26769266	-0.08895981	-0.6161835
RPL7	-1.20567321	-0.08281445	-0.53236296
RPL7A	-1.34461619	-0.09264832	-0.69342762
RPL7L1	-6.07493479	-1.8538401	-2.82216643
RPL8	-1.53653214	-0.08679964	-0.70226315
RPL9	-1.69717248	-0.06820709	-0.72159748
RPLP0	-1.3782679	-0.09907949	-0.61190297
RPLP1	-5.65083422	-0.04685952	-0.97408176
RPLP2	-5.80926203	-0.10323588	-1.05547821
RPN1	-1.68781552	-0.54676576	-1.15078935
RPN2	-1.99421482	-1.00539007	-1.45605814
RPP21	-6.10864501	-0.96203495	-1.73949529
RPP25	-6.20613953	-1.91973823	-4.21746432
RPP25L	-5.31089108	-0.00422323	-0.92712198
RPP30	-6.09171463	-1.93964078	-2.83287652
RPP38	-6.17524475	-1.7825515	-3.09615594
RPP40	-6.09426102	-1.88704599	-2.87277977
RPRD1A	-1.37078627	-0.09249428	-0.65588173
RPRD1B	-1.49650671	-0.31302343	-0.89820058
RPRD2	-0.9423261	-0.0609478	-0.4208148
RPRM	-6.16879549	-1.03210902	-2.22807133
RPRML	-6.14224617	-0.28804227	-1.23294838
RPS10	-1.39087079	-0.09715164	-0.71194467
RPS10-NUDT3	-1.25814957	-0.08934751	-0.57171027
RPS11	-1.62948278	-0.07621356	-0.70986196
RPS12	-4.86430866	-0.00470438	-0.88043399
RPS13	-1.44860124	-0.09793781	-0.74452046
RPS14	-1.7787611	-0.05261328	-0.80228566
RPS15	-5.501169	-0.00939731	-0.93537697
RPS15A	-5.40668456	-0.00837153	-0.91174479
RPS16	-6.15941981	-2.08557384	-4.31427729
RPS18	-1.40579649	-0.09852575	-0.69639018
RPS19	-2.4148651	-0.010513	-0.79749055
RPS19BP1	-6.08121725	-1.4845991	-2.11717401
RPS2	-2.07751947	-0.00593314	-0.80694652
RPS20	-5.81327088	-0.75020013	-1.56286745
RPS21	-6.15410654	-1.65739771	-2.35670505
RPS23	-5.13864396	-0.02045482	-0.89040598
RPS24	-1.6777597	-0.07176478	-0.71817147
RPS25	-4.17919422	-0.0050429	-0.86012142
RPS26	-3.75791945	-0.00593828	-0.83749166
RPS27	-5.63614541	-0.04492991	-0.98622663
RPS27A	-2.19634879	-0.00252174	-0.82115425
RPS27L	-5.60718386	-0.04067863	-0.96890188
RPS28	-5.81029996	-0.09791949	-1.0252062
RPS29	-5.75632386	-0.08367978	-1.06073255
RPS3	-1.46040244	-0.0950867	-0.67634807
RPS3A	-6.13759248	-2.27952473	-3.15085994
RPS5	-1.70201191	-0.06670222	-0.7868165
RPS6	-1.62309105	-0.08145302	-0.73183156
RPS6KA1	-2.86832722	-1.18248619	-1.68568604
RPS6KA2	-1.60820619	-0.8582358	-1.25381087
RPS6KA4	-1.03522219	-0.06499172	-0.45244826
RPS6KA5	-1.27460034	-0.25653399	-0.78051336
RPS6KB1	-1.04398382	-0.06948335	-0.44679139
RPS6KB2	-6.05716726	-2.10583651	-2.97719483
RPS6KC1	-2.97927527	-1.38172187	-1.81653329
RPS6KL1	-6.14397658	-2.1813212	-3.35902938
RPS7	-1.73475481	-0.05912482	-0.75454438
RPS8	-1.336707	-0.09239511	-0.65609026
RPS9	-4.24176068	-0.01068558	-0.90338966
RPSA	-1.58312384	-0.08174558	-0.75821564
RPSAP58	-5.58774203	-0.03695382	-1.01345612
RPTN	-6.12570967	-2.00804241	-3.52352492
RPTOR	-1.00232677	-0.16762453	-0.5724285
RPUSD1	-6.15707312	-1.99206969	-4.2237693
RPUSD2	-5.40615216	-1.18825953	-1.80787916
RPUSD3	-6.08877557	-1.96648724	-2.73459809
RPUSD4	-6.14832254	-2.28636421	-3.62285552
RQCD1	-1.28285245	-0.09336078	-0.62445488
RRAD	-1.71218967	-0.06342857	-0.7615078
RRAGA	-2.23631696	-0.00532256	-0.83757032
RRAGC	-1.40346522	-0.09767263	-0.7379118
RRAGD	-5.87720732	-1.23202514	-1.8442877
RRAS	-5.99924549	-1.25544831	-1.89206178
RRAS2	-1.77497343	-0.04960709	-0.77339445
RRBP1	-3.89673895	-1.4076939	-1.89826497
RREB1	-1.18997709	-0.22848414	-0.70741648
RRH	-6.23737294	-2.38155794	-3.75713464
RRM1	-0.95303473	-0.05737049	-0.46879349
RRM2	-1.27659528	-0.08919595	-0.60929988
RRM2B	-5.96839615	-1.63429082	-2.24106557
RRN3	-3.51048398	-1.19130642	-1.75743179
RRNAD1	-6.08654477	-1.98854315	-2.87858971
RRP1	-5.6528339	-1.26872092	-1.85293784
RRP12	-2.25529788	-1.50490686	-1.79616602
RRP15	-1.77325181	-0.04896452	-0.79134858
RRP1B	-2.42809659	-1.3208431	-1.7034119
RRP36	-6.16541099	-2.23246114	-3.45076221
RRP7A	-6.17002861	-2.13177487	-3.09606091
RRP8	-6.15570762	-2.25188479	-3.65333632
RRP9	-2.05556506	-1.0208227	-1.47770894
RRS1	-1.85672955	-0.03426841	-0.77850359
RSAD1	-6.08905247	-1.90729302	-2.98408245
RSAD2	-6.10956804	-1.80895504	-2.78371866
RSBN1	-1.63149782	-0.8010107	-1.21694518
RSBN1L	-1.06943533	-0.07314693	-0.50964427
RSC1A1	-6.20077107	-2.30338367	-3.63329785
RSF1	-0.79298516	-0.04395492	-0.3444159
RSG1	-6.15025203	-2.0286075	-4.51480721
RSL1D1	-6.13366941	-2.04547559	-2.99605698
RSL24D1	-1.48327844	-0.09315839	-0.64316812
RSPH1	-6.0783102	-2.18571856	-3.39901941
RSPH10B	-6.17469985	-2.19495632	-3.67386167
RSPH10B2	-6.11854269	-2.03014167	-3.32570987
RSPH3	-6.11049264	-2.15993054	-3.70027505
RSPH4A	-6.08589246	-2.03270319	-3.34040446
RSPH6A	-6.14400107	-2.16193789	-3.5103538
RSPH9	-5.73456384	-0.94286345	-1.66844907
RSPO1	-6.12668377	-1.91418819	-3.19361678
RSPO2	-1.34821818	-0.09275591	-0.65165237
RSPO3	-4.68585288	-1.06226611	-1.7074448
RSPO4	-6.18087228	-2.12686	-3.37188018
RSPRY1	-1.32293158	-0.27142569	-0.81282604
RSRC1	-6.1289428	-2.09939669	-2.87983997
RSRC2	-1.04989333	-0.06958586	-0.4839364
RSU1	-6.07961685	-1.71256625	-2.43874152
RTBDN	-6.17085695	-2.1916116	-3.80173472
RTCA	-4.1274353	-0.94880523	-1.62644449
RTCB	-4.94169761	-1.28576344	-1.85953178
RTDR1	-5.92606267	-1.03962363	-1.72098096
RTEL1	-3.12288484	-1.47482104	-1.95291502
RTF1	-1.01958116	-0.06844784	-0.44002508
RTFDC1	-2.19545502	-0.54604302	-1.33733875
RTKN	-5.97307509	-1.74824971	-2.48763165
RTKN2	-6.01538516	-1.97089402	-2.67555627
RTL1	-2.32034009	-1.06165781	-1.56444974
RTN1	-1.55140679	-0.33813474	-0.93016657
RTN2	-1.2780031	-0.26420041	-0.78672793
RTN3	-2.75505634	-1.13184522	-1.64432392
RTN4	-2.00746785	-1.01857062	-1.4601734
RTN4IP1	-6.19225921	-2.30587114	-3.56327197
RTN4R	-1.66763587	-0.07342125	-0.76087019
RTN4RL1	-2.22052393	-0.01039209	-0.83656042
RTN4RL2	-1.58874938	-0.08431955	-0.7738996
RTP1	-1.68441257	-0.06695179	-0.76051691
RTP2	-6.13622422	-1.67926537	-2.60552821
RTP3	-5.99381123	-0.17966495	-1.1038117
RTP4	-5.95119338	-0.17254516	-1.13099299
RTTN	-2.76567667	-1.63527924	-2.01059259
RUFY1	-4.24828075	-1.22841099	-1.87503458
RUFY2	-2.26405836	-1.3441694	-1.67594958
RUFY3	-1.63731199	-0.80630473	-1.24044479
RUFY4	-6.18505492	-2.25522855	-3.8357022
RUNDC1	-2.17609578	-0.77446828	-1.40922172
RUNDC3A	-1.69069671	-0.34183443	-1.05298913
RUNDC3B	-4.01962689	-1.09676477	-1.70216166
RUNX1	-2.00924096	-0.7861179	-1.37663142
RUNX1T1	-1.10388201	-0.07220515	-0.52914926
RUNX2	-1.70240148	-0.55479371	-1.21128114
RUNX3	-1.33506188	-0.09579973	-0.69082134
RUSC1	-1.58761481	-0.51420617	-1.10755802
RUSC2	-1.31100506	-0.51176522	-0.94119211
RUVBL1	-1.13186769	-0.08069026	-0.57342968
RUVBL2	-1.15131062	-0.07852566	-0.53813281
RWDD1	-1.72862547	-0.06448648	-0.77306147
RWDD2A	-6.17526146	-2.10133948	-3.62023763
RWDD2B	-6.2486702	-2.34776427	-3.69936021
RWDD3	-5.99983177	-1.24875209	-1.88206117
RWDD4	-5.92211137	-1.25868521	-1.86645645
RXFP1	-6.15062507	-2.21119853	-3.59987933
RXFP2	-6.12712851	-2.17194475	-3.52036489
